	category	psmiles	compound	smiles	average size	water3	logkd
665	PP	[*]CC([*])C	Anthracene	C1=CC=C2C=C3C=CC=CC3=CC2=C1	150	3	4.29
560	PP	[*]CC([*])C	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	2000	1	2.431363764
208	PE	[*]C=C[*]	pentachlorobenzene (PeCB)	C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl	301	1	4.634244442
910	PE	[*]C=C[*]	1-methyl phenanthrene	CC1=C2C=CC3=CC=CC=C3C2=CC=C1	150	1	4.7
287	PE	[*]C=C[*]	2,2′,3,3′,4,4′,5-heptachlorobiphenyl	C1=CC(=C(C(=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl	135	2	6.9
1	PP	[*]CC([*])C	2,2′,3,5′,6-pentachlorobiphenyl	 C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl	257.5	3	5.26
341	PP	[*]CC([*])C	2,3,3′,4′,6-pentachlorobiphenyl	C1=CC(=C(C=C1C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl	257.5	3	5.63
269	PE	[*]C=C[*]	1,2,4-trichlorobenzene (TeCB)	C1=CC(=C(C(=C1)Cl)Cl)Cl 	301	1	4.477121255
265	PE	[*]C=C[*]	1,2,4-trichlorobenzene (TeCB)	C1=CC(=C(C(=C1)Cl)Cl)Cl 	154.35	1	4.079181246
914	PS	[*]C=C[*]c1ccccc1	2,3,5-trimethyl phenol (2,3,5-Tmphenol)	CC1=CC(=C(C(=C1)O)C)C	150	2	1.426511261
953	PE	[*]C=C[*]	1-Methylnaphthalene	CC1=CC=CC2=CC=CC=C12	150	1	3.17
963	PE	[*]C=C[*]	Difenoconazole	CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl	150	1	2.59
880	PE	[*]C=C[*]	Propranolol	CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O	150	1	3.36
95	PS	[*]C=C[*]c1ccccc1	FOSA	C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F	9.5	1	2.799616204
1080	PE	[*]C=C[*]	trimethoprim	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N	150	1	0.92
864	PE	[*]C=C[*]	ibuprofen (IBU)	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	350	1	1.096910013
42	PS	[*]C=C[*]c1ccccc1	PFUnA	C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	9.5	1	2.761927838
873	PE	[*]C=C[*]	ibuprofen (IBU)	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	350	3	0.944482672
938	PE	[*]C=C[*]	3-(4-methylbenzylidene)camphor	CC1=CC=C(C=C1)/C=C/2\C3CCC(C2=O)(C3(C)C)C	135	2	4.726
398	PE	[*]C=C[*]	2,2′,4,4′-tetrachlorobiphenyl	C1=CC(=C(C=C1Cl)Cl)C2=C(C=C(C=C2)Cl)Cl	135	2	5.083
978	PS	[*]C=C[*]c1ccccc1	hexaconazole (HEX)	CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O	100	2	-0.15490196
628	PVC	[*]C=C[*]Cl	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	225	3	3.358886204
936	PS	[*]C=C[*]c1ccccc1	sulfamethoxazole (SMX)	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N	125	2	1.472756449
45	PS	[*]C=C[*]c1ccccc1	Perfluorodecanoic acid	C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	10	1	2.66
161	PVC	[*]C=C[*]Cl	norethisterone (NOR)	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34	137.4	2	1.558708571
727	PE	[*]C=C[*]	3,6-CCZ	C1=CC2=C(C=C1Cl)C3=C(N2)C=CC(=C3)Cl  	150	3	2.117271296
629	PVC	[*]C=C[*]Cl	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	225	3	3.734687842
288	PE	[*]C=C[*]	2,2′,3,3′,4,4′,5-heptachlorobiphenyl	C1=CC(=C(C(=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl	225	3	7.94
589	PS	[*]C=C[*]c1ccccc1	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	0.05	2	4.070000904
1036	PP	[*]CC([*])C	ETBE	CCOC(C)(C)C	4000	2	0.342422681
901	PE	[*]C=C[*]	amoxicillin (AMX)	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C	149.1	2	0.924279286
1072	PP	[*]CC([*])C	benzophenone-3	COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O	550	2	1.976349979
924	PE	[*]C=C[*]	Sulfamethazine	CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C	150	1	1.26
575	PET	[*]OCCOC(=O)c1ccc(C([*])=O)cc1	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	2000	2	1.367355921
850	PA	[*]NCCCCCCCC(=O)[*]	bisphenol A (BPA)	CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O	29.7	2	3.602059991
315	PA	[*]NCCCCCCCC(=O)[*]	BDE-47	C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br	4000	2	2.679972694
811	PP	[*]CC([*])C	ciprofloxacin (CIP)	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O	94	2	-1.0
911	PE	[*]C=C[*]	1-methylphenanthrene	CC1=C2C=CC3=CC=CC=C3C2=CC=C1	135	2	4.7
230	PE	[*]C=C[*]	3,3′,4,4′,5,5′-hexachlorobiphenyl	C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl 	95	1	8.78
809	PE	[*]C=C[*]	ciprofloxacin (CIP)	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O	149.1	2	1.741151599
698	PS	[*]C=C[*]c1ccccc1	naphthalene	C1=CC=C2C=CC=CC2=C1	10	2	3.80078579
970	PP	[*]CC([*])C	imazethapyr	CCC1=CC(=C(N=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)O	4.5	1	1.336459734
711	PE	[*]C=C[*]	benzo(a)pyrene	C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3	150	1	6.4
932	PE	[*]C=C[*]	sulfamethoxazole (SMX)	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N	150	2	2.772101569
877	PE	[*]C=C[*]	diisobutyl phthalate (DiBP)	CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C	150	2	3.210184705
76	PE	[*]C=C[*]	perfluoropentanoic acid	C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O	150	3	1.89
908	PE	[*]C=C[*]	9,10-dimethyl anthracene	CC1=C2C=CC=CC2=C(C3=CC=CC=C13)C	150	1	5.3
633	PE	[*]C=C[*]	dibenz[a,h]anthracene	C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32	150	3	7.87
1083	PE	[*]C=C[*]	Trimethoprim	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N	225	3	0.811
247	PE	[*]C=C[*]	2,2′,4,5,6′-pentachlorobiphenyl	C1=CC(=C(C(=C1)Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl	95	1	5.61
819	PVC	[*]C=C[*]Cl	ciprofloxacin (CIP)	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O	75	2	2.33243846
824	PE	[*]C=C[*]	Cyclooctane	C1CCCCCCC1	150	1	3.0
476	PE	[*]C=C[*]	diclofenac (DCF)	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	350	1	1.418301291
875	PS	[*]C=C[*]c1ccccc1	ibuprofen (IBU)	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	700	3	0.740362689
670	PE	[*]C=C[*]	benzo(k)fluoranthene	C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1	150	1	6.3
85	PS	[*]C=C[*]c1ccccc1	PFBA	C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O	9.5	1	0.643452676
469	PET	[*]OCCOC(=O)c1ccc(C([*])=O)cc1	diclofenac	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	175	2	0.725911632
225	PE	[*]C=C[*]	5-fluorouracil (5-FU)	C1=C(C(=O)NC(=O)N1)F	94	2	-0.698970004
888	PE	[*]C=C[*]	tylosin	CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC	150	2	1.797959644
774	PVC	[*]C=C[*]Cl	sulfadiazine	C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N	150	1	0.82
331	PE	[*]C=C[*]	PCB 105	C1=CC(=C(C=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl	150	1	6.18
233	PP	[*]CC([*])C	fipronil	C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F	112.5	2	2.204119983
588	PS	[*]C=C[*]c1ccccc1	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	30	2	3.809997155
475	PE	[*]C=C[*]	diclofenac (DCF)	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	10	1	1.093421685
1035	PE	[*]C=C[*]	malathion (MAL)	CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC	5000	2	1.796574333
1023	PE	[*]C=C[*]	diethyl phthalate	CCOC(=O)C1=CC=CC=C1C(=O)OCC	150	1	1.89
599	PE	[*]C=C[*]	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	220	3	3.444044796
969	PP	[*]CC([*])C	TAEE	CCC(C)(C)OCC	4000	2	0.819543936
421	PVC	[*]C=C[*]Cl	DDT	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl	225	2	5.176091259
687	PE	[*]C=C[*]	naphthalene	C1=CC=C2C=CC=CC2=C1	280	2	2.931966115
182	PS	[*]C=C[*]c1ccccc1	alpha-Hexachlorocyclohexane	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	221.5	3	3.19
617	PP	[*]CC([*])C	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	2000	3	2.579783597
332	PE	[*]C=C[*]	PCB 105	C1=CC(=C(C=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl	150	3	6.77
438	PE	[*]C=C[*]	2,4,4′-trichlorobiphenyl	C1=CC(=CC=C1C2=C(C=C(C=C2)Cl)Cl)Cl	135	2	5.4
49	PS	[*]C=C[*]c1ccccc1	PFDA	C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	9.5	1	2.658106836
1028	PS	[*]C=C[*]c1ccccc1	diethyl phthalate (DEP)	CCOC(=O)C1=CC=CC=C1C(=O)OCC	75	2	1.100370545
5	PVC	[*]C=C[*]Cl	4,4'-DDT	[13CH]1=[13CH][13C](=[13CH][13CH]=[13C]1C([13C]2=[13CH][13CH]=[13C]([13CH]=[13CH]2)Cl)C(Cl)(Cl)Cl)Cl 	225	3	4.716003344
529	PE	[*]C=C[*]	1-nitronaphthalene (1-Mnap)	C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-]	150	2	2.127752516
234	PS	[*]C=C[*]c1ccccc1	fipronil	C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F	112.5	2	2.041392685
486	PE	[*]C=C[*]	1,2-Dichlorobenzene	C1=CC=C(C(=C1)Cl)Cl	150	1	2.56
1046	PE	[*]C=C[*]	sertraline (SER)	CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl	46.5	2	3.522444234
497	PS	[*]C=C[*]c1ccccc1	nitrobenzene	C1=CC=C(C=C1)[N+](=O)[O-]	0.8	2	2.639984248
884	PP	[*]CC([*])C	propranolol (PRO)	CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O	94	2	0.380211242
1042	PE	[*]C=C[*]	clothianidin	CN/C(=N/[N+](=O)[O-])/NCC1=CN=C(S1)Cl	280	2	1.740362689
106	PE	[*]C=C[*]	PFOS	C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F	150	2	1.515873844
443	PE	[*]C=C[*]	PCB 31	C1=CC(=CC=C1C2=C(C=CC(=C2)Cl)Cl)Cl	150	3	6.05
930	PA	[*]NCCCCCCCC(=O)[*]	sulfamethoxazole (SMX)	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N	125	2	2.45331834
488	PE	[*]C=C[*]	nitrobenzene	C1=CC=C(C=C1)[N+](=O)[O-]	12	2	1.609594409
646	PE	[*]C=C[*]	fluoranthene	C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4	154.35	1	4.248642594
12	PS	[*]C=C[*]c1ccccc1	PFODA	C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	9.5	1	2.920540717
738	PE	[*]C=C[*]	pyrene	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2	219	1	4.653212514
726	PVC	[*]C=C[*]Cl	2,7-BCZ	C1=CC2=C(C=C1Br)NC3=C2C=CC(=C3)Br	150	3	2.245512668
190	PP	[*]CC([*])C	gamma-Hexachlorocyclohexane	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	150	3	2.58
1069	PE	[*]C=C[*]	benzophenone-3	COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O	550	2	2.150142162
832	PS	[*]C=C[*]c1ccccc1	triadimenol (TRI)	CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)Cl)O	100	2	-1.0
282	PE	[*]C=C[*]	2,2′,3,3′,4,5-hexachlorobiphenyl 	C1=CC(=C(C(=C1C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl)Cl)Cl	150	1	6.6
29	PS	[*]C=C[*]c1ccccc1	Perfluorotridecanoic acid	C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	10	3	3.16
169	PP	[*]CC([*])C	Hexachlorobenzene	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl	257.5	3	5.01
1001	PE	[*]C=C[*]	norfloxacin (NOR)	CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O	200	1	0.954242509
180	PP	[*]CC([*])C	alpha-Hexachlorocyclohexane	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	257.5	3	2.69
100	PS	[*]C=C[*]c1ccccc1	FOSA	C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F	9.5	3	2.79190108
197	PE	[*]C=C[*]	δ-HCH	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl 	150	3	2.08
495	PS	[*]C=C[*]c1ccccc1	nitrobenzene	C1=CC=C(C=C1)[N+](=O)[O-]	50	2	2.330007701
1002	PP	[*]CC([*])C	norfloxacin (NOR)	CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O	200	1	0.770852012
721	PE	[*]C=C[*]	3,6-BCZ	C1=CC2=C(C=C1Br)C3=C(N2)C=CC(=C3)Br	150	3	1.84135947
647	PE	[*]C=C[*]	fluoranthene	C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4	154.35	1	4.318758068
987	PVC	[*]C=C[*]Cl	dibutyl phthalate	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	150	1	2.76
44	PS	[*]C=C[*]c1ccccc1	PFUnA	C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	9.5	3	3.155973345
661	PE	[*]C=C[*]	Anthracene	C1=CC=C2C=C3C=CC=CC3=CC2=C1	135	2	4.3
710	PE	[*]C=C[*]	benzo(b)fluoranthene	C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1	150	1	6.3
373	PE	[*]C=C[*]	2,2′,3,4′,5,5′,6-heptachlorobiphenyl	C1=CC(=C(C=C1Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl	135	2	7.1
678	PE	[*]C=C[*]	naphthalene	C1=CC=C2C=CC=CC2=C1	219	1	4.06069784
566	PE	[*]C=C[*]	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	94	2	2.430075056
847	PVC	[*]C=C[*]Cl	tetrabromobisphenol-A	CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br	120	2	3.764475027
460	PE	[*]C=C[*]	o,p’-DDE	C1=CC=C(C(=C1)C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl	135	2	5.62
39	PS	[*]C=C[*]c1ccccc1	PFDoA	C(=O)(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	9.5	3	3.36051768
434	PP	[*]CC([*])C	PCB 28	C1=CC(=CC=C1C2=C(C=C(C=C2)Cl)Cl)Cl	150	3	5.09
973	PE	[*]C=C[*]	n-Propylbenzene	CCCC1=CC=CC=C1	150	1	1.58
1007	PVC	[*]C=C[*]Cl	norfloxacin (NOR)	CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O	200	1	1.164352856
456	PET	[*]OCCOC(=O)c1ccc(C([*])=O)cc1	4-chlorophenol (MCP)	C1=CC(=CC=C1O)Cl	150	1	1.029383778
260	PE	[*]C=C[*]	1,2,3-trichlorobenzene (TeCB)	C1=CC(=C(C(=C1)Cl)Cl)Cl 	301	1	4.230448921
35	PS	[*]C=C[*]c1ccccc1	Perfluorododecanoic acid	C(=O)(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	10	3	2.72
827	PE	[*]C=C[*]	cephalosporin C	CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)SC1)C(=O)O	150	3	1.75
309	PE	[*]C=C[*]	2,4-dinitrochlorobenzene	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl	280	2	2.477121255
276	PVC	[*]C=C[*]Cl	2,2‘,3,3‘,4,4‘- hexachlorobiphenyl	C1=CC(=C(C(=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl)Cl	150	1	2.86
636	PE	[*]C=C[*]	benz(a)anthracene	C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32	150	1	5.5
654	PE	[*]C=C[*]	Fluoranthene	C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4	225	3	5.52
622	PS	[*]C=C[*]c1ccccc1	Phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	221.5	3	5.39
844	PP	[*]CC([*])C	tetrabromobisphenol-A	CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br	218	2	2.996949248
393	PP	[*]CC([*])C	PCB 101	C1=CC(=C(C=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl	150	3	5.51
107	PVC	[*]C=C[*]Cl	PFOS	C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F	230	2	2.002166062
349	PE	[*]C=C[*]	2,3,3′,4,4′,5-hexachlorobiphenyl	C1=CC(=C(C=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl	225	3	7.86
524	PE	[*]C=C[*]	9-nitroanthracene	C1=CC=C2C(=C1)C=C3C=CC=CC3=C2[N+](=O)[O-]	125	2	4.531478917
784	PVC	[*]C=C[*]Cl	sulfadiazine (SDZ)	C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N	86.92	2	0.819543936
47	PS	[*]C=C[*]c1ccccc1	Perfluorodecanoic acid	C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	10	3	2.67
203	PS	[*]C=C[*]c1ccccc1	Pentachlorobenzene	C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl	221.5	3	5.1
21	PS	[*]C=C[*]c1ccccc1	Perfluorotetradecanoic acid	C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	221.5	3	3.088
402	PET	[*]OCCOC(=O)c1ccc(C([*])=O)cc1	2,4-dichlorophenol 	C1=CC(=C(C=C1Cl)Cl)O	150	1	1.255272505
989	PE	[*]C=C[*]	dibutyl phthalate (DBP)	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	150	2	3.279004962
741	PE	[*]C=C[*]	pyrene	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2	154.35	1	4.841984805
33	PS	[*]C=C[*]c1ccccc1	PFTrA	C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O  	9.5	3	3.161936705
787	PP	[*]CC([*])C	sulfadiazine (SDZ)	C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N	117.29	3	0.851258349
923	PS	[*]C=C[*]c1ccccc1	m-xylene (m-Xyl)	CC1=CC(=CC=C1)C	150	2	3.194181209
1043	PE	[*]C=C[*]	clothianidin	CN/C(=N\[N+](=O)[O-])/NCC1=CN=C(S1)Cl	150	1	1.74
1061	PE	[*]C=C[*]	fenbendazole (FEN)	COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3	94	2	-0.22184875
579	PP	[*]CC([*])C	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	94	2	0.230448921
481	PS	[*]C=C[*]c1ccccc1	diclofenac (DCF)	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	700	1	1.445604203
931	PE	[*]C=C[*]	sulfamethoxazole (SMX)	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N	125	2	1.477121255
356	PE	[*]C=C[*]	PCB-77	C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl	100	1	6.219999998
759	PS	[*]C=C[*]c1ccccc1	pyrene	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2	125	2	3.356542112
92	PE	[*]C=C[*]	perfluorooctanesulfonate	C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F	150	1	2.23
803	PE	[*]C=C[*]	Ciprofloxacin	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O	95	1	1.741
745	PET	[*]OCCOC(=O)c1ccc(C([*])=O)cc1	pyrene	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2	3000	1	4.837272703
279	PE	[*]C=C[*]	2,2′,3,3′,4,4′-hexachlorobiphenyl 	C1=CC(=C(C(=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl)Cl	150	1	6.5
764	PS	[*]C=C[*]c1ccccc1	Pyrene	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2	221.5	3	5.84
604	PE	[*]C=C[*]	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	225	3	3.72427587
1088	PA	[*]NCCCCCCCC(=O)[*]	trimethoprim (TMP)	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N	134.2	2	1.23299611
400	PE	[*]C=C[*]	2,4-dichlorophenol	C1=CC(=C(C=C1Cl)Cl)O	150	1	2.69
257	PE	[*]C=C[*]	PCB-44	C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=CC(=C2)Cl)Cl	100	3	6.029999998
944	PE	[*]C=C[*]	Toluene	CC1=CC=CC=C1	150	1	2.42
494	PS	[*]C=C[*]c1ccccc1	nitrobenzene	C1=CC=C(C=C1)[N+](=O)[O-]	261	2	2.240049772
772	PE	[*]C=C[*]	sulfadiazine	C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N	150	1	0.79
550	PE	[*]C=C[*]	chrysene	C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43	150	1	5.5
201	PP	[*]CC([*])C	Pentachlorobenzene	C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl	257.5	3	4.5
312	PE	[*]C=C[*]	BDE-47	C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br	150	1	1.04
290	PE	[*]C=C[*]	PCB 170	C1=CC(=C(C(=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl	150	3	8.03
763	PP	[*]CC([*])C	Pyrene	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2	150	3	4.8
949	PE	[*]C=C[*]	2-nitrotoluene	CC1=CC=CC=C1[N+](=O)[O-]	150	1	2.42
183	PE	[*]C=C[*]	beta-HCH	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	150	3	2.04
1068	PE	[*]C=C[*]	carbendazim (CAR)	COC(=O)NC1=NC2=CC=CC=C2N1	5000	2	1.294466226
1030	PE	[*]C=C[*]	2,2',3,3',4,5',6,6'-octachlorobiphenyl 	CCOC(=O)CC(=O)CC1CCCCC1	150	1	3.02
250	PE	[*]C=C[*]	2,2′,3,5′-tetrachlorobiphenyl	C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=CC(=C2)Cl)Cl	95	1	4.92
823	PE	[*]C=C[*]	Cycloheptane	C1CCCCCC1	150	1	2.49
